,Utterance
56086,你来出版社是来找我的吧
56093,你不是作家吧
56095,那你没道理来这儿啊
56097,承认吧
56098,跟踪我是吧
56100,我不报警
56101,长这么大
56102,第一回有人跟踪我
56200,我给你说福子 你这个优点
56201,我打你上学那会儿我就已经充分的发现了
56202,虽然成绩不好
56203,但是你善良
56204,你跟小仙女似的
56205,再说了你干活扎实 你适合当助理
56209,不是给我当
56230,所以这事儿行也得行
56231,不行也得行
56241,合适啊
56242,您是金子在哪都会发光的
56252,你自愿让我进来的
56253,你也是自愿出去的
56254,我怎么给你下套呢
56255,要不这样
56256,如果你愿意的话
56257,咱们来聊聊
56258,毕竟我也在外面待好长时间了
56259,你要么让我达成目的
56260,要么你就在外面待一晚上
56261,你自个选
56265,这有面包和花生酱
56269,你欠我那个钱可以给你减十块
56271,我真吃了
56273,这好香
56274,我准备吃一点
56277,行
56278,我给你开门
56301,那你刚才
56348,她是你的经纪人
56349,你迟早都要见他
56361,我给他接了一狗粮广告
56439,趁火打劫 还有
56440,之前你欠我的100块钱我也得算上
56512,以前常听牛美丽说起过你的说你是个特别靠得住的孩子
56513,我把郝泽宇交给你们
56514,挺放心的
56671,但心不坏
56677,当然了 你这身膘就是我开出租开出来的
56688,人家把我给救了
56730,给你做油泼面
56732,油得后泼
56733,来
56758,是金子总会发光的
56772,不错不错
56773,你看福子也不小了吧
56774,是不是该嫁人了
56775,你嫁妆准备好了没有
56806,我牛美丽没有别的本事
56807,但是我有一双慧眼
56808,我长了一双发现的慧眼
56809,你别不信
56837,你要没有这个心思
56838,你就把她介绍给我
56840,俗话说的好
56841,肥水不流外人田
56844,反正我对他是一见钟情了
56846,你说 这忙帮不帮
56848,帮帮帮
56856,换一个得了他用过了都
56862,味儿都不一样
56876,不认识
56933,你放心
56934,等我有钱之后
56935,就这里边的衣服随便你挑
56936,你不说没我的号吗
56937,对啊
56940,让他们赶快进点大号的衣服
56967,虽然苦点累点
56968,但我有盼头
57058,我得负责到底
57059,让你爸有事冲我来
57060,你看我不练哪他
57113,说不定人家唱得也比你好
57114,她好你跟他去 乖 这次干得不错
57115,福子 我觉得你是可塑之才
57125,这就对了
57132,让他早日加入到我们创业队伍
57133,成为一名得力的干将
57141,显得我多有本事
57142,就这两天 别笑 这两天我跟你爸再去趟二手车市场
57143,去买一辆好点的车
57144,体体面面的
57145,让郝泽宇也安心
57180,这挺好的
57181,一女人在外面闯荡江湖
57182,他就得张牙舞爪
57183,不然会被别人欺负
57184,那倒是
57187,会欺负人特别好
57192,就得找一个厉害的女的替我镇着
57210,撅我不怕
57211,打是亲骂是爱
57212,撅着撅着能撅出感情
57214,现在对二手产品还真是有了改观
57223,老福 你看这奔驰标
57239,只要还有一点希望
57240,我就绝对不会放弃
57241,就没有我牛美丽不成的事
57251,你也别想词安慰我
57252,这话我也就对你说说
57260,这行真的有魔力
57261,他能让人的心就变得年轻
57262,让你吃着苦你还带着笑
57399,什么叫做冒犯
57406,那帮人我知道 你别听他们的
57407,他们就欺负你这样的老实人
57408,你昨天没喝多
57409,你就是喝完了也就睡了
57410,这呼噜打的跟放礼炮
57411,不好意思
57412,这是我送给你了
57413,车里还有
57418,厨房、洗手间、酒柜、川菜、粤菜、鲁菜都能开起来
57431,我那一大片西瓜棚都给拆了
57432,这样
57448,你不懂我懂
57449,老福也懂
57450,你看咱们都喝过酒了 以后就是哥们了
57451,有什么帮忙的义不容辞
57454,你 还用得着我养
57455,你说你从小到大 除了家具什么没吃过
57456,冬天的白菜帮
57457,夏天的西瓜皮 只要能咽得下去的
57458,甭管好赖全往嘴里塞
57462,那上面的榆钱 年年刚冒芽的时候就 让人给薅秃噜
57463,这你干的吧
57465,你告诉我刚才我哪句话夸张了
57472,你女儿亲自出马把这事办成了
57497,我留300 多余的给你 你给郝泽宇买点吃的
57552,来再加点
57569,我牛美丽的东西能有差的吗
57587,因为你刚才告诉我了
57588,你说这酒金贵 对什么温度湿度都有要求
57592,我可以找你拿到时候你正好可以教教我怎么喝酒
57593,告诉我什么样的味道才是好味道
57594,那行
57595,你就是先搁我这
57596,今儿你就先拿走一瓶
57597,拿了啊
57598,就它了
57626,有编号30
57627,懂什么意思吗
57628,说明这瓶酒是这个世界上的第30瓶
57633,他愿意卖我愿意买
57637,所以这杯酒咱俩喝
57638,你也教教我怎么品酒
57664,我这么招人烦
57665,阎王是不会收我的
57667,我错了
57684,我得想办法赚钱养你们
57685,那什么 等我出院了
57686,咱们俩接着吃去
57693,美丽
57694,你在不在公司
57695,我想去你那拿瓶酒可以吗
57827,你是主角好吗
57982,好吃吗
57987,我就想跟他一样敬业
57988,您不是回家过年去了吗
58017,谢谢您
58022,您醒醒现在是和平年代
58034,我们本地人也请您吃个年夜饭
58035,新的一年祝我们都好好的我 祝我带你们发家致富过上好日子
58036,有自家人陪着
58037,这就是好日子
58038,最好的日子不靠钱
58039,要我说 你今年赶紧好好谈场恋爱
58040,把自个嫁出去
58042,"看看我 我还一少女
 我嫁什么嫁"
58100,你现在不想让人知道了
58101,你瞒得挺好
58102,我要是不追你的话
58103,你现在应该已经到家了
58104,我凭什么帮你
58183,不愧是我男朋友
58352,要不
58353,你多挣点钱
58354,买个礼物送给他
58355,怎么样
58356,你考虑一下
58392,哪怕是你的恋人
58393,明天早点来
58552,谁的话怎么有力量
58558,但是我确定留在上海一定是正确的决定
58585,Ok
58791,没关系
58863,我的英语进步还是很大的
58908,有什么不懂的
58909,现在可以问我
58923,你还笑我
58924,你还笑我
59095,还在奋斗阶段
59417,这样可不行
59418,我跟你讲
59419,只有头顶上有梧桐树的地方才是上海
59599,你说的这些我从来都没有想过
59600,也不敢想
59601,你敢要我的电话我觉得你敢
59603,这么神秘带我去哪儿
59648,那我今天晚上下厨好不好
59714,绝对靠谱
59715,昨天刚拿下的执照
59724,我敢保证你把招聘海报一贴出去
59725,明天那些毕业生就统统回校
59793,我告诉你礼物是拿下张盛最重要的核武器
59794,你知道吗
59796,但是这个是他的最爱
59859,怎么样 站在这里
59860,有没有一种把全上海都踩在脚下的感觉
59862,打破旧世界
59863,征服全上海
59864,建立上海的新格局
59869,你看看我在办公室怎么样
59870,起点够高
59874,再说我这么做也是为了开辟我们风华的新领域
59875,就算他知道他也应该要感谢我
59876,我们马上建立新公司
59877,然后招聘人员到时候一起把关
59879,我跟你说我这公司的CEO非你莫属
59884,我22岁就当董事长
59885,我们的目标很简单
59887,第二年直接纳斯达克
59890,到时候我给你配一台世界上最牛的电脑摆在这里
59891,你就坐在这个位置上专心搞你的研发
59896,这上顶着天 下
59897,踩着云
59898,这是补气养神的好场所
59899,你退下去
59900,我就知道你喜欢
59955,你今天的表现非常出色
59956,期待着你在复试的时候有更加亮眼的表现
60000,我再陪你打一会 免费的
60001,真的
60002,我倒还行
60003,你不有事吗
60004,没事了
60005,来吧没问题
60006,来
60179,我必须要完成
60228,遵守制度
60230,尊重公司
60232,尊重领导
60237,你不用跟我说明白
60238,我们今天在这不管待到几点
60239,哪怕是到天亮
60240,我都一定要完成任务
60241,所以要不然你配合我
60242,要不然咱们就在这干耗着
60264,应该是可以克服的
60269,我跟你一块儿
60277,起来蹲下
60278,起来
60290,你竟然还没叫我
60308,等那些对勾画满了
60309,咱们也就熬出头了
60310,好主意
60363,我什么时候说我喜欢他的
60364,我从你的表情里已经看到你特别喜欢他
60365,我没有
60367,我没有 我不喜欢他
60376,to be or not to be 是我开始护花的时候了
60415,张盛肯定不买他的账了
60522,你体验 咱俩弄一个最强组合
60523,你说怎么样
60524,你帮我想想 做好了奖金1万块
60579,那秘籍呢
60609,格格 有没有觉得我今天这个造型有点拽
60610,有点酷 有点帅
60624,格格 其实我想跟你说
60628,我们重新开始
60629,重新开始
60630,格格 我有些心里话藏在心里面很久了
60631,今天我决定跟你说
60674,我发誓我不告诉别人
60690,你别慌来坐下
60691,我慢慢给你分析一下
60692,像你这种清纯的小萝莉型的
60693,肯定是很招大叔的
60694,再说了人家汪总也没跟你说什么
60695,这不就是跟你表达一下他自己的心情吗
60696,这是很有分寸的
60697,像他这种地位的人总是会有一些烦心的是吧
60698,所以需要向你这种小萝莉倾诉一下
60705,给我们带来青春的活力
60706,这不就是春色吗
60715,就这样你不懂
60716,这是文学
60742,您一点都没变
60747,就像我们常常看电视上面出现的那种成功人士
60749,我在你这永远都是学生一个 怎么着宋老师
60750,您还是要等到您的夫人和千金首肯了
60751,您才能同意吗
60783,今天下午我就把我们想卖房的消息放到赶集网上
60784,没几分钟来6通电话想买我们房子
60785,我赶快敲下来
61001,我怕他我比他还狠
61246,等你们俩闹得不可开交
61247,我就旁敲侧击地劝劝我姐
61248,他只要一温柔
61249,你立马借坡下驴
61250,我姐一看这招好使
61251,从此以后对你这态度就慢慢改变了
61252,这事儿就跟训小狗一个道理
61253,你得慢慢培养他们的条件反射
61365,有我在
61366,他不敢把你怎么着
61369,我就躺地上我就讹死他
61370,又有什么吩咐
61398,我刚下夜班就过来了
61648,你你
62125,这都是我一宿一宿熬出来的
62182,我就是特意来谢谢你
62183,谢谢你成全我们
62186,原本我还以为要把他抢回来
62187,要费很大功夫的
62188,没想到你这么快就放弃了
62730,谁家老板坐前面
62734,那是跟朋友还是生意伙伴
62755,今天不值夜班了吧
62830,赶紧的打起精神
62831,给我继续找
63001,你过来一趟
63505,急什么呀
63665,你在想什么
63688,这个
63689,真漂亮
63701,你管不管我呀
63760,只有蛋糕
63761,还有金钱豹
63873,行行行 可别再提这事儿
64085,下次再教你怎么品雪茄吧 你有房地产的朋友可以打折吗
64096,说的是真的吗
64104,走之前能见到他吗
64131,明天我带食材去你家
64136,好我等你
65765,整个人
65766,在天空当中划了一道弧线
65767,刚巧落在了一个水塘里
65768,这就叫
65769,命不该绝
65770,在医院里面醒过来的时候
65771,我发现
65772,我旁边躺着另外一个人
65773,这个人
65774,就是出租
65775,出租车里面被撞伤的
65776,那个乘客
65777,更凑巧的是
65778,你知道吗
65779,他竟然是我在美国的同学
65780,命这个东西真的是很奇怪的
65781,我们两个人断手断脚打着石膏
65782,就这么在病房里面躺了两个礼拜
65783,就在这两个礼拜的时间里面
65784,我们放空脑子
66458,我要当上了大区经理
66459,这收入会上一大块
66460,到时候我就请一个全职保姆来照顾我们
66461,马儿的学校我都联系好了
66462,赞助费我也交了
66465,我觉得这样很好
66466,我看你老陈现在阶段状态是最好的
66467,我希望你会努力 加油
67532,但是我们善良有爱心
67533,要说有什么不同的地方
67878,要不是你的话
67879,也许我明天就要去领救济了
67938,说曹操曹操到 老大来消息了
68061,我就放心了
68074,天哪 对不起
68171,起床啦
68172,江达琳 太阳晒屁股了
68176,我看见你开心
68188,好啦 放心
68189,你爸肯定会没事的
68194,这个是LUNA洗脸仪
68195,你赶紧拿这个 好好洗
68201,你现在就应该积极一点
68202,振作一点
68203,咱们可是要当总裁的人了
68213,那就是你的公司
68214,你可是总裁
68215,听不懂怎么了
68216,再跟我说一遍
68217,不会业务怎么了
68218,会业务老娘还用得着你们
68231,你就这么想
68232,再怎么难
68233,咱们也是去做老板的
68234,总比我们这些打工的容易
68250,反正这件事情包在我身上
68251,马邦尼
68252,你现在厉害
68257,好我知道了
68264,干嘛不去
68265,搞得好像我怕他们一样
68268,要不我今天把下午的课调一下
68269,陪你把家搬了
68270,你可是我亲姐妹
68327,我上一年级的时候
68328,我爸看周围的那些小朋友又会弹琴
68329,又会跳舞
68330,就非得买个电子琴让我学
68331,我抗争了一个月
68332,后来还是变成了一名光荣的琴童
68333,挨了多少打
68338,你说你会8国语言这事你怎么不告诉爸妈
68347,真是一出大戏
68349,我在看耿跃跟何君的八卦
68365,那说不定是人家的公关团队厉害
68366,这个时候就能看到我们这些干公关的重要性了
68375,第一天当老板
68376,当然得表现好一点了
68411,这是我爸给我做的
68440,我会努力的
68474,咱们俩还挺有缘分
68476,你不认得我了啊
68478,我坐着泡
68479,我的比泡你的多信吗
68480,提醒一下
68481,前天晚上就是这个位置
68482,我陪你喝了四排龙舌兰
68483,还是我替你付的酒钱
68486,放心
68487,骗钱骗色我都不会来找你
68488,那天晚上你喝多了趴在这
68489,我还问你要不要我帮你打电话
68490,叫你朋友来接你
68491,后来我有事要先走
68492,走之前是我买的单
68493,比利 比利
68494,比利
68495,24个比利
68496,记得了吧
68498,你1个女孩1个人在这喝酒
68499,感情问题
68502,记得我是谁了
68507,一个堂堂dl新上任的总裁
68508,几杯酒钱还赖账
68579,我正好恰恰相反
68580,我对于手下败将的惨痛经历总是喜欢见一次
68581,提一次 我怕有些人记打不记吃
68599,英雄救美
68601,谁 长得帅吗
68630,月底还有个试镜了
68639,你受累了
68653,所以光荣而又艰巨的任务就交给你了
68660,你是谁 你可是邦尼啊
68661,你能力多强
68662,你不来谁来 是吧
68663,行吧
68664,我教的学生大部分都是外企高管
68665,你要找的人有什么条件
68666,我让他们帮你物色
68667,听好了
68680,没了
68686,可是这种特殊人才有哪儿找去
68687,Ok
68688,no problem
68689,我一会到学校就帮你问 挖地三尺给你找出来
68690,love you 我跟你讲
68695,必须的
68696,上海高档餐厅任你选
68697,要不然我送你个包
68704,是不是又一次被你惊人的健康体魄给惊讶了
68709,其实我知道你为什么心情不好
68710,总裁没当上
68712,你怎么想的我太明白了
68713,我是你老公
68714,我把你研究的门清的
68776,你爸爸说在网上看到了你新闻发布会上的视频
68780,他觉得你表现得很棒
68781,很有魄力
68782,有他年轻时候的样子
68783,肯定是你安慰我的
68795,红点公司这几年发展挺好
68799,犯错误不就正好等你来解救啊
68803,著名美女丁一楠 怎么样
68840,说明正需要我这样的人去帮他们开疆拓土
68846,那些人想跑是因为他们知道自己没有能力能帮DL公司走出困境
68847,可我不一样
68848,扭转乾坤是我的长项
68849,DL公司越是动荡不安
68850,越能体现我个人的价值
68851,ok
68853,瑞安里名字很好听
68854,老上海就是这个样子的
68855,我从小就在这样的环境里长大
68856,可是上海就是讲弄堂里
68857,李斯特 你也真是的
68858,今天又没有你的课
68859,你还专门跑到学校接我下班
68860,这叫突然袭击
68861,搞得人家措手不及
68862,你是我的女神
68863,我愿意
68864,小点声邻居听到多不好啊
68870,你先去
68871,我保证我一定会准时出现
68872,咱们8:30不见不散
68873,李斯特
68875,你交给我的任务我必须得完成
68878,你这房子好
68882,你这是老式洋房
68888,李斯特可是骑哈雷的
68889,这舍得花几十万买辆摩托车的人
68890,跟花几十万买辆汽车的人
68891,档次能一样吗
68892,而且你知道李斯特今天晚上请我吃什么吗
68893,米其林三星
68895,今天晚上是我跟李斯特第一次正式约会
68896,这男女之间的第一顿饭就代表着你在男人心中的分量
68897,咱们上大学的时候
68913,我在几个高端的招聘网上下了英雄帖
68914,我就不信找不着人
68916,人 我已经给你找到了
68917,李斯特给你推荐了一个男神级的人物
68920,这个绝对没有区别
68921,男神的皮囊大神的头脑二神合一
68923,我骗你干嘛呀
68925,结果我上网一查不服不行
68926,沪上公关界就没有不认识他的
68927,据说他跟所有大的公关公司都交过手
68928,包括你们dl
68929,人家就没有败绩
68930,而且他还建立了一套自己的公关法则
68931,叫什么 我给你看看
68932,有了 客户至上
68933,利益最大
68934,主动承担 真诚沟通 速度
68935,第一 简单有效
68936,主次分明
68937,理性冷静
68938,诚实守信
68939,遵纪守法
68941,卫哲
68985,这说明他不仅乐于助人
68986,还慷慨大方
69002,私生活就不要太计较了
69030,你有底我就有底
69091,帮你敲山震虎
69100,邦尼 我给你准备了礼物
69101,给你了
69105,你的李斯特不是要帮我把卫哲挖过来吗
69106,这个事情还能不能搞定了
69117,可是我气量大
69118,他是这方面的专业人才
69119,我需要像他这样的合伙人
69121,你是不是跟李斯特约会
69122,他今天晚上请我吃私房菜
69123,有什么佛跳墙
69124,贵妃鸡 秃黄油拌饭
69125,知道秃黄油是什么吗
69126,就是大闸蟹的蟹黄跟蟹膏
69127,用葱香给他一爆炒
69128,今天晚上这顿饭我买单
69129,但是必须要让你的李斯特帮我把卫哲挖过来
69130,只要这件事情搞定了
69131,你和他谈恋爱这件事情
69132,我准了
69134,加油
69136,你好
69137,传媒学院04级舒晴
69138,我认识你
69139,我们06级迎新晚会就是你主持的
69140,你可不知道那会我们这些师弟们多仰视你
69141,你就是我们心中的女神
69142,你就是我们的校花
69143,师姐
69144,这些年我们这些师弟们没少追你的
69145,你可真会聊天儿 一下
69146,把我说老了好几岁
69173,我敢瞧不起吗
69189,你看你儿子的手一直抓着我不放
69190,太可爱了
69191,你就抱抱呗
69192,我能抱吗
69193,当然能了
69194,算了
69195,我不敢 我怕把他抱疼了
69196,卫哲
69197,你是不是特别喜欢小孩
69202,你真了不起
69203,你儿子也真了不起
69204,你最了不起
69212,那当然
69223,现在无所谓了
69227,即便我有焦虑症
69228,也不影响我成为赢家
69229,我怎么这么讨厌你这种不可一世的样子
69230,我也是才想明白
69231,要正视问题才能解决问题
69240,你不是来看我
69241,你是想来看我儿子的
69242,你知道吗
69243,外面那些护士
69244,他们以为你是孩子
69245,他爹
69246,我特别认真
69247,特别正式的想跟你说
69248,我想请你给孩子当干爹
69251,你看我这个肌肤测试结果这么高的分数
69252,果然认真清洁的皮肤就是完美
69276,你还劝人家老板人道主义
69277,你也太可爱了
69322,我是特意来给您道歉的
69323,这是我送你的礼物
69324,请您笑纳
69337,太有品位了
69339,友情提醒一下
69340,把自己家里的照片放在网上
69341,需要特别谨慎
69350,不是 不是
69351,我觉得你骂的特别好
69352,特别有道理
69353,我虚心接受
69354,我还第一次见到挨骂也上瘾的人
69356,我知道您是全中国 不 全亚洲最好的公关顾问
69378,宝贝到家了
69380,时间过得好快
69381,是
69382,真巧啊
69383,李斯特 你说世界上有这么多的国家
69384,中国有这么多的城市
69385,而你却偏偏来到了上海
69386,更巧的是上海那么多的培训中心
69387,培训中心有那么多的教室
69388,而我偏偏走进了你的教室
69389,你的中文已经很好了
69390,完全可以毕业了
69403,那就好
69450,你没有拦我
69452,为了公司的业务我就得不要脸
69453,多包涵啊
69455,必须的
69460,但是我不追究
69461,只要你教我写这篇声明
69462,我们俩就扯平了
69463,而且我愿意付钱的
69465,我知道我付得起
69466,你就当我是你的客户
69468,太好了
69469,我现在就以DL总裁的身份
69470,诚挚的邀请你加入我们的公司当我的合伙人
69472,那又怎么样
69474,因为我更有诚意
69475,我们就从这边声明开始磨合
69476,说不定你很快就不烦我了
69477,会喜欢我
69478,只要你同意
69479,我们随时签合同
69480,你看公章我都带了
69484,我可是什么都做得出来的
69553,晚安
69573,我在纽约看过她的个展 印象很深刻
69574,她是我妈
69575,他后天会在当代艺术馆举办一个个人邀请展
69576,邀请的人都是艺术圈的知名人士
69577,名额一共只有50人
69578,如果您感兴趣
69579,我也想邀请您参加
69584,我想 里面一定有很多的异性
69588,您就说您是去还是不去
69608,我向他推荐的你
69615,保密
69653,我们两个已经商量好了
69654,先地下恋情一段时间以后再公开
69658,你放心 我以后肯定不会让他再上来的
69667,卫哲 人家不但把你送回来
69668,还替你开了会
69669,男神一枚 可以呀
69695,我想起来了
69696,你以前被dl拒之门外过
69773,好吧
69774,我就不吃醋了
69846,谁呀 还卫哲老师
69854,平白无故把我叫老了一辈
69855,这不是占我便宜吗
69977,老婆
69978,那个跟你说个好消息
69979,今天 Tony说准备给我升一升
69980,让我当销售副总监
69982,你现在说恭喜还有点太早了
69983,话又说回来了
69984,没有老婆的帮忙
69985,我这怎么当啊
69991,你明天上班顺便帮我打个招呼
69992,我们酒店的情况你也是知道的是吧
69993,你放心老婆
69994,只要是你介绍来的客户
69995,我们折扣一定是最低的
69996,老婆求求你帮帮忙
69997,这是托尼的意思
70034,宝贝儿
70035,我去冲个凉
70036,你等着我
70037,Okay
70039,李斯特
70040,你知道他在哪里住吗
70041,嘉丽华庭 这地段的房子 这size 租金少说要3万块钱一个月
70042,还有他今天给我看了他父母跟他妹妹的照片
70043,还跟我讲他家里情况
70044,这一个男人给一个女人讲述自己的家里情况
70045,这意味着什么
70046,你晓得吧
70050,外国人嘛
70051,你懂的
70052,感情来了挡也挡不住的
70053,不过这至少说明他是不抗拒跟我共建家庭的
70054,是不是也意味着你对他的原始吸引力减弱了
70064,今天晚上来陪我了
70068,反正我今天晚上是回不去的
70069,宝贝儿我来了
70070,Baby
70071,宝贝快点脱衣服
70072,李斯特
70073,人家是中国人
70074,我们含蓄一点
70075,这个还分国籍
70076,我让你脱衣服是为了让你换衣服
70077,我跟你解释一下 之前从来没有过异性朋友在我这过夜
70078,我不习惯
70101,必须的呀
70106,可我就是愿意跟和我相反的人做朋友
70107,江达琳 这件事情你做的对
70108,我支持你
70109,总算说了句人话
70140,刚来的路上 其实特别紧张
70141,我怕你又要大发雷霆
70142,然后训我一顿
70143,但没想到看到了这么暖心让人感动的一幕
70144,我又重新认识了你
70145,真的
70146,我觉得特别让人敬佩
70187,你听我说
70188,先告诉你一个好消息
70189,new face把欠我们公司的100万还给我们了
70191,还有更好的消息
70192,new face把他们明年全年的公关业务全交给我们做了
70194,其实我觉得顾凯雷不仅讲道义
70195,还挺有人情味的
70196,最主要是他特别聪明
70197,他知道自己要什么 知错能改
70198,你想他要是省出200万
70199,他就失去了员工的心
70200,那就太得不偿失了
70201,他现在把他们公司明年的业务交给我们做
70202,他的员工肯定会想我们的老板还是守持本心充满正义感的老板
70203,我们要为他卖命创造更多的价值
70204,这样一来
70205,他可不是多付了200万
70206,他赢了
70207,可是员工们的心 他多精明
70208,你说我分析的对不对
70210,同喜同喜
70214,这10万块钱算是我的拜师费
70215,从今天开始
70216,你就正式的收我为你的学生
70219,但怎么说也是我的一片心
70237,老大
70238,看看 满不满意
70239,我特意提出来的
70240,你的办公室必须是整个dl最大
70241,还有无敌江景房 老大 跟你说
70242,只要你这些奖杯一摆出来
70243,整层楼都被你给震住了
70244,你注意到没有
70245,你刚进来的时候
70246,那几个女孩看你眼睛都好长在你身上似的
70254,不可能
70255,我用的都是国际大都市交通素材
70259,我上个月刚去过孟买
70262,你今天前面出车祸了
70263,是辆牛车
70264,我怎么还听到有英文是印度乡下
70273,他们说这是暂时的
70274,我们可是把最好的办公室都给你了
70278,卫总来了
70279,有失远迎 有失远迎
70320,我不太喜欢眼睛太大的女人 你知道吗
70321,你眯着眼睛看我得时候
70322,特别的性感
70325,我跟你在一起聊什么
70326,我都觉得特别有趣
70327,请你跳个舞
70330,刚上网查了一下
70331,你是全世界最贵的造型师啊
70332,你是不是给很多明星弄个头发
70333,你这儿的营业时间是11:00~10:00
70334,你是特别的为了我提前开的门吗
70337,你们俩是好朋友
70341,你打算把我的头发弄什么样
70346,没有人告诉过你永远都不要得罪造型师的吗
70350,才花了你3万多块钱就心疼了
70351,我还没问你要我的形象设计费
70357,我是在教你如何做一个优秀的公关
70367,你就要做好大出血的准备
70368,我要给你从内到外做一个大的改变
70372,更重要的是你是我的学生
70404,Hello 好看吗
70410,是卫哲帮我设计的
70415,有机会我也得让他帮我参谋参谋
70426,我替你想到了
70427,我不以总裁的身份去
70428,我就说是你助理
70429,哒哒哒 名片我都印好了
70430,总裁助理 莉莉 够有心的
70451,要不要一起
70453,你什么时候回来的
70455,知道你大学毕业以后去了深圳
70456,我之前还通过深圳的校友会找过你也没找到
70457,在深圳还好吗
70458,你回上海多久了
70459,你怎么进飞扬集团了
70462,我就有点激动
70463,没想到
70469,真没想到能在这遇见你
70470,对呀 还挺有缘分的
70471,太有缘了
70472,你说你上个月刚刚入职
70475,我我也是才不久
70476,真的是太有缘了
70479,也算是庆祝一下咱们两个再相遇怎么样
70480,请吃饭那也得是我请啊
70485,亲爱的
70486,你知道我遇到谁了吗
70487,谭新凯 那个师哥谭新凯
70490,他回上海了
70491,而且是在飞扬集团
70492,你的偶像回来了
70493,这一次你可不能让他跑了
70494,一定要抓住机会
70495,什么乱七八糟的
70496,他该不会是特意回上海来找你的
70497,你再胡说我挂电话了
70498,我怎么胡说了
70499,他现在在你旁边吗
70500,我来跟他说
70501,他不在 待会要请我吃饭
70502,他应该是上去拿东西了
70505,你走开
70506,什么 好了不跟你说了
70507,拜拜
70508,我们快有6年没见了
70511,我只记得我想记的事情 怎么样
70512,这几年你过得还好吗
70513,挺好的
70518,打听我干什么
70519,我想咱们俩还能不能见上一面
70520,大学毕业以后就出国留学了
70521,也是才回来
70527,没事
70528,别老聊我了
70529,说说你吧
70530,飞扬集团可是500强的企业
70531,你这个年纪当上了高级经理
70532,真的是太棒了
70533,不愧是我师兄
70534,上大学的时候我就特别崇拜你
70535,可别闹了
70536,哪有那么夸张
70540,干嘛这么谦虚
70541,是不是
70543,我是希望公平竞争
70544,赢也要赢得坦坦荡荡
70548,Ok 是 我不得提前做功课吗
70557,怕你是不会怕的
70558,赢你也是不可能的
70561,爹妈给的
70563,这个身位你还看不出来
70564,不是高手吗
70569,大学里是最容易产生爱情的地方
70574,我不八卦了
70782,嫂子的不就是你的吗
70783,哥
70784,你是一家之主
70785,你再任性一回冲动一回
70937,相当任性
71044,双重违约
71045,你先违约
71070,他的租金咱们俩一人一半
71083,2000行了吧
71822,你是电脑
71823,你是电脑大神
71949,勒令他明天马上给我付钱
71955,乖乖的付钱
72154,那钱不都是你的
72253,大律师就是大律师
72254,我就是喜欢你这一点
72589,师姐您说的太好了
72590,您这么一点拨我豁然开朗
72591,我前几天我都急得睡不着觉
72671,这孩子还倒挺可爱的
72672,他多大了
72812,我提出来220万
72819,有了这个案子咱俩在所里说话
72820,腰杆都硬了
72932,如果丁丁不是一男的孩子
72933,那就证明丁丁的亲生父母把他给遗弃了
72934,这是法律问题
72935,这是货真价实的案子了吧
72936,先用这个假案子让你跟陶语桐建立起联系
72937,然后我去查丁丁的来历
72938,到时候你们俩共同代理
72950,只要你愿意
72967,谢谢
72984,我相信你一定会成为一名大律师
72986,夏峰
72987,你一定
72988,会成为大大大歌星的
72989,邹男你一定会成为大歌星一样的大律师
72990,大律师给大歌星打官司
73091,真是这么回事儿
73092,你看他平时waooo waooo咋咋呼呼的 嘿
73250,在这儿等着我哪
73269,都喝成这样
73270,你赶紧回去休息吧
73473,你知道什么叫爱吗
73843,夏峰
73844,我今天到了天秤
73845,我发现我真的是太喜欢那了
73846,你说得没错
73847,我就应该在那样的大律师事务所里工作
73940,我至少帮你拿回一套
74165,您没有律师资格非法以律师的身份来招揽业务
74166,收取高额的代理费
74167,您就等着警察来找您吧
74168,再见
74247,不过考得不太好才考了第九名
74255,值得庆祝
74256,来两杯卡布奇诺
74517,我能看出来
74518,你挺喜欢夏峰的
74519,你既然喜欢他
74520,你就说出来
74521,没必要这么煞费苦心的来试探我
74619,看哥的魅力
74885,你怎么算的那么准
74959,你认为
74967,不是我给你显摆
74968,你知道什么叫做聪明吗
74969,就是买对的东西
74978,太好开了这车省油
75159,讨厌
75160,要不邀请你来参加明天的婚礼怎么样
75161,特约嘉宾 外加
75162,晚上姐妹party
75390,你肯定心里在想
75391,我这么个走后门的人怎么能刷新考试的成绩呢
75394,谁
75406,你们银行真有钱
75407,一会客室都弄这么好
75437,但是大大提高生产力
75450,对啊
75677,是它吧
75699,真的
75768,我喜欢活泼一点活泼的
75786,像你这种中年人还能理解我们年轻人的热情吧
75797,要是您哪天爱上公司的某位女同事
75798,您会怎么办
75838,行吧
76080,当然有关系了
76081,你想如果这辆车的后备车箱装了200万现金
76082,他们还会随随便便把车停在路边
76083,不要了吗
76303,我管这个叫电路快速计数器
76304,我在实际操作当中已经实验过了
76305,在技术环节上大大节省人力
76322,我说宋大楠啊
76323,你放心我一定奖励
76347,那你买给我
76379,明年开春这个项目基本就可以完成了
76512,将 将了 输了
76862,什么惊喜
76863,姚总您能提前透露一下吗
76974,行吗
76984,我觉得咱们饭菜真的是油
77099,我觉得太开心了
77183,我们其实跟咱们医院的高层关系很铁
77184,所以你看他是不是都打过折的价格
77187,太好了 我们跟上层关系
77188,既然这么铁
77189,你看是不是可以给我们开点那个保健品
77212,要不咱把这床垫也换了
