,Utterance
50070,人生不如意十有八九
50091,你不要小瞧人
50102,他家里最近出了这么大的事儿
50103,我最近在学校没有见过他
50104,想想其实他也挺可怜的
50105,好吧
50111,刚才为什么要刺激他
50112,他已经很难过了
50117,可我总觉得你刚才说的话怪怪的
50124,对不起
50125,我误会你了
50150,那你房间呢
50159,你有时间吗
50164,最近一直通电话聊收购案的事儿 不太顺利
50171,你就不能为了我留在韩国帮我父亲吗
50172,这个我们不是已经谈过了吗
50182,这房子我租了
50184,没有
50186,我没钱才租你房
50188,成交啊
50190,你说的成交
50193,奶奶现在岁数大了
50194,万一他生病了
50195,我得给她攒点钱什么的
50206,不可能 我不
50207,我就要租你房
50208,我就要租你房
50210,奶奶岁数大了
50211,这腿脚也不好
50212,将来万一
50213,万一有个头疼脑热感冒发烧什么的
50214,是不是
50215,也好有个照应
50216,是不是
50228,将来买米买面买粮打水洗衣服擦地刷全部我来
50229,怎么样可以吧
50264,听着
50265,你吃不吃你不吃我吃了
50266,拿去吧
50267,不就北斗星吗
50268,你要真想去
50290,怎么
50291,题目也想不起来了
50292,老师是这样
50293,我觉着题目太肤浅
50294,我都不好意思说出来
50295,在你们面前班门弄斧
50296,太不好意思了
50309,可我该如何相信一个没有诚信的人说的话呢
50333,永诚 你看我儿子江焱马上就要毕业了
50334,你说他能不能到公司去上班啊
50335,应该的
50337,是 我自己
50338,的儿子我知道
50339,以前就是不好好学习
50340,把所有的时间都浪费了
50341,我觉得他现在有点变好了
50342,我想让他到公司去跟着你
50343,那不是能学很多东西吗
50344,嫂子
50349,这做手术我觉得就是有风险
50350,这事我还是想再考虑
50351,考虑 现在
50353,能到公司去上班那就最好了
50360,孩子
50361,这么多年我不会看错人
50362,只要你愿意
50374,我知道
50381,老师
50385,我爸送给我的
50387,寓意
50415,不是说你要去肖一飞家住吗
50486,记得忘不了
50487,那个时候咱们一无所有
50488,白手起家
50489,那时候我们身上背负着多大的压力
50492,吃了多少的闭门羹
50493,看了多少人的白眼
50494,经历了多少起早贪黑
50495,披星戴月
50496,才有了后来初具规模的公司
50497,不容易
50498,那个时候我们每走一步都是那么艰难
50501,咱们两个挤在一间没有暖气的办公室冻的直跺脚
50502,硬是写出了当时第一份策划书
50503,比起后来的衣食无忧
50504,我们当时真是太苦了
50511,小江焱是含着金汤勺出生的
50512,什么都不缺
50557,不是说好不许晚归的吗
50562,要听实话吗
50571,行了
50577,人家凭什么要帮你
50585,也许你说的没错
50586,我真是高估我自己了
50608,别别
50614,没空调
50617,离咱们上班的地方又近
50622,那你没想着
50623,没想回老家
50631,我就知道现在我的梦想看起来有点可笑
50632,谁不想住好的房子
50633,大的社区24小时热水
50634,问题咱们现在只有这种条件
50635,咱没办法
50646,那不是现在咱们没办法
50647,你上厕所又着急 下去吧
50656,咱们没办法
50659,不能走
50660,我的客户都在等我的消息
50663,一般说让你等消息就是没有消息了
50664,一般说我再想想就不再考虑了
50665,一般说让你晚点给他打电话就别再打了
50666,明白吗
50667,你好哪位
50958,小心啊
51058,快给我说说清楚 老翟不干了
51061,你说呢
51069,怎么着
51070,难道是你说的
51101,老婆 你别神经兮兮的
51102,小学 至于吗 就输在起跑线上
51104,现在还不知道
51105,我跟老板说这事的时候就我们两个人
51106,但是今天翟总问我对于他这个项目的意见
51107,我说确实没有竞争力
51109,然后他说 我要的就是你这个诚实不藏着掖着
51153,我爸有个老战友 在那个哪儿 教 教育局
51154,就专门管小学审批的
51155,他老战友 40多年老战友了
51156,特靠谱
51161,我让你难堪
51162,我有什么好处啊
51164,变得也太快了
51262,那怎么行呢
51626,没想到你跟领导想到一块去了
51627,这是你做的年中策划是吗
51886,想什么办法
51893,我不同意
51894,我觉得这钱花得不值
51895,甭管是跟你爸妈借钱
51896,还是跟我爸妈借钱
51897,我不当这啃老族
51920,我跟你说你可别挂网上
51922,我得想想办法
51924,这样吧
51925,明天早上给你答复
52110,不合适
52226,妈
52229,那你愿意她每天走过第九小学 那个乱糟糟的菜市场
52230,每天看着杀鸡 宰鸭 宰鱼
52231,地上除了血水 就是污垢
52232,你愿意她在坏男孩的口哨中走来走去吗
52233,那个胜男就是一个想法
52234,她考虑两天她就变了
52235,我不会再考虑了
52236,妈
52237,我一定要让她上第一小学
52245,妈 我不是这个意思
52250,妈 我不是这个意思
52419,一年之后再不上学我就跟她急
52510,我怎么没想到茜茜呢
52511,茜茜一看到这小子准疯了
52512,我得趁她回来之前把这小子赶走
52710,表明什么态度啊
52711,什么态度啊
52717,还是睡觉了
52722,你干什么呀
52928,妈妈是
52929,老巫婆
52931,动画片
52936,妈妈给我
52993,您知道商品区调货失误的事情吗
52995,根本不是
52996,去年家电的事情您给我
52997,摆平
52998,我从那以后我就心里暗自发誓
52999,我做事情一定要小心再小心
53000,一定不能辜负你对我的期望
53001,昨天她把我从公关部开了
53002,让我承担全部的责任去影印室干活
53004,您可以问问其他同事 哪个没有受过她的气的
53005,有了功劳都是她的
53006,所有的责任都在我们头上
53012,毕总 我对不起您这么多年来对我的栽培
53013,反正我也是废人了
53014,我知道
53015,您和同事们都受过她的气
53016,这回我豁出去了
53109,要是我不撤呢
53113,你这一年都在等这一天是不是
53116,这也算条件之一吗
53124,好
53125,算你狠
53126,但你已经输了
53127,你的能力就是不如我 毕胜男
53128,你是因为怕你才走
53131,孩子
53240,好啊 我们两个韩国跑了一趟
53241,回来她就辞职了
53242,不算是给我们脸色看
53246,你想过没有
53247,她现在一辞职
53248,家里的经济压力就全压在我儿子一个人身上了
53249,再说他们家里 还养了一个蛀虫 小舅子
53250,我儿子那个肩 你想想他扛得起吗
53253,我不瞒你说
53254,我对这个儿媳妇早就已经不抱有任何希望了
53255,我就希望这一年赶快过去
53256,我现在心里最心疼的
53257,是我的小孙女
53260,她不就是只老虎吗
53265,妈妈 我肚子疼
53268,我哪儿都疼
53270,不去医院也行
53271,只要不跑步肚子就不疼
53307,你这就是酸葡萄心理 吃不着葡萄
53308,嫌葡萄酸
53309,我跟你讲对于男人来说也一样
53310,结了婚以后就跟那个驴啊 上了套 拉上磨 一样一样的
53311,就剩一圈一圈
53312,为了老婆孩子 那个奔食儿吃的
53318,有些玩笑能开
53319,有些玩笑不能开
53320,你现在是一个人吃饱
53321,全家不饿
53322,我这一大家子人呢
53323,我问你 你那个什么微博能查记录那事是不是编的
53324,唐琳也没给你打过电话对不对
53330,什么陈芝麻烂谷子的事
53335,那个微博记录确实查不了吧
53339,你后悔了吧
53340,后悔了吧
53341,我怎么跟你说的 娶这么强势的一个老婆
53342,你早晚会后悔
53343,我只是没有想到你后悔得会这么早
53345,什么叫说这些干什么
53346,结婚以前 我提醒过你
53347,睁大眼睛看一看
53348,以我们家的条件
53349,以你自己的条件
53350,我们可以百里挑一的 结了婚
53351,为了这个小东西 你就睁一只眼闭一只眼吧
53352,你现在给她搭伴过日子去吧
53356,她今天怎么样了
53357,你怎么不为她想一想
53358,小地方来的
53359,好不容易在大城市里先站住了脚
53360,在一个大商场里
53361,人家曾经当过 一个主管
53362,也算是一个事业有成的人了
53363,现在为了这小东西
53364,她辞职了
53365,她在家里给你当全职太太
53366,她这个人的心理落差 她受得了吗
53367,她现在不是发誓要把她的女儿培养成为一个小神童
53368,怎么来证明她这一年她的努力没有白费
53369,我告诉你啊 她这么做苦的不是她 不是你 是这个孩子
53370,她把这个孩子要毁了
53373,不管怎么说
53374,你妈也算是一个事业型的人了吧
53375,我年轻的时候 我多低调啊
53376,我有她那么疯狂吗
53377,我有她那么好胜吗
53378,你们不是也照样优秀嘛
53379,她怎么了她
53380,我是越来越看不懂了
53434,不是 姐
53435,再过一次机会 我这怎么说也算是自主创新
53436,是不是
53440,不是姐
53441,你是我亲姐
53442,你今儿要把我赶出去
53443,我今儿就得睡大桥下面了我
53445,兄弟多
53446,也不如亲姐亲啊
53456,姐
53457,你别这样
53466,不是 姐
53468,姐
53469,我去哪啊我
53684,你不也没睡着吗
53685,确实睡不着
53686,你今天晚上一句话都没说
53687,不想说话
53688,感觉今天一天把一年的话都给说了
53689,对不起
53690,今天是我爸不好
53691,一个巴掌拍不响
53692,没有谁不好
53693,都是为了孩子
53694,我就纳闷了
53695,你说他们怎么就打成这样
53696,我觉得自从有了孩子以后
53697,很多事情都不一样了
53698,好像都是我们无法控制的
53699,别说是个孩子了
53700,你就是养盆花 养个草
53701,你为了让它长得好
53702,你不也得多施肥 多浇水吗
53703,可能是你爸我爸 你妈我妈 对茜茜用力过猛吧
53704,可是如果不用力
53705,又怕它苗不长啊
53706,你爸来了也好
53707,正好让茜茜感受一下军事化教育
53708,你是真心话 还是口是心非啊
53753,你小点声
53754,有点素质好不好
53848,胸闷
53854,别啊 鸡蛋得买啊
53855,你说我这一忙 忘了脑后这事
53856,忙什么呢
53900,跟法克那呆一晚上
54544,就这一次啊
54754,是喜欢呀 还是爱啊
55032,这么巧
55033,蓄谋的吧
55039,别这样啊
55040,你就不怕
55041,突然有一天我觉得累了
55043,我不追你啦
55045,豆豆 这么跟你说吧
55046,只要一起看电影
55047,你说什么条件我都答应你
55049,那这么多年咱一场电影都没看过
55177,我们两个 本来不认识
55179,以后 还是不认识比较好
55181,你把我手机号删了吧
55182,别再给我单位打电话了
55183,保护好你的身体
55184,我走了
55186,我怕不认识自己
55191,我有丈夫
55192,再见
55200,现在说晚吗
55202,以后不见了
55203,就当从来没有遇见过
55204,你要答应我
55308,我就想不明白了 这怎么能过马路碰上一女的 就喜欢上了 你
55309,你知道她什么人呢 了解她什么
55310,底细啊
55311,她要是个骗子呢
55434, 是吗
55492,其实啊 我是让刀美岚给逼来的
55493,就其我本意 我根本就不想什么相亲
55494,找老伴过日子
55782,我怎样
55790,我能咨询你几个问题吗
55793,算了
55797,那我问了
55798,算我占你便宜
55801,还是不问了
55802,吃吧
55803,吃完以后再见
55804,做陌生人挺好的
55885,妈对不住你
55887,豆豆一直在我身边
55888,你 初中一毕业我就没管过
55892, 妈是做婚姻咨询的 这情感方面的事儿吗
55893,妈比别人还是懂得多点
55894,强扭的瓜不甜
55895,以前的人 就把他忘了
55896,以后的事都不放在心上
55897,就这三句话 话糙理不糙
55898,你要是记住了
55899,你就能过舒舒坦坦的日子
55901,强扭的瓜不甜
55902,明白吗
55904,别较真
55907,天大的事也甭放心上
55912,你说怎么就一下就变成这样了
55913,你说
55914,妈本来还拿着你到处说事呢
55916,搁着副处长不干 辞职 出国 绿卡 有车 有房 有老婆
55917,在国外做房地产
56017,来我们单位一般就两种人
56018,一种是写作的来出版 一种
56019,是做生意的来做广告
56020,你 做广告的吧
56033,手机 手机有吗
56034,手机 拿出来
56153,你干嘛
56154,干嘛
56157,告诉你 我对你好点
56158,你也对我好点
56159,告诉我丹姐在哪
56160,你们要是真把他绑架了
56161,我对你好点
56162,你对他好点行吗
56163,我对她好一点
56164,我今天晚上就给她买肉吃
56170,没多少钱
56171,1万块钱就够了
56172,加上我工资
56173,还有我手机是不是还得找零呢
56185,没想好
56206,我还适合当嫦娥去奔月
56207,老福家这根基 就没有人适合进娱乐圈当助理的
56208,我不给你当助理
56215,就是不能给他当助理
56216,还有你经纪人
56217,你知道经纪人是干嘛的吗
56218,多专业一活儿你懂吗
56219,你学过吗
56224,他今儿来超市不就问那女的吗
56226,现在藤丹没法带他了
56232,藤丹干嘛去了
56233,藤丹他病了
56234,活不了几天了
56235,我觉得你这屋子太乱了
56240,您觉得合适吗
56246,你对我说话怎么那么冲
56247,你是不是没搞清楚状况
56272,我饿死了都
56285,我倒希望有个人在我身边叨叨
56288,巧了
56289,合着咱们仨都没妈
56292,郝泽宇他妈呢
56293,不知道没准死了
56295,郝泽宇找我妈干嘛
56298,他不就是神经病性格 有可能有误会了 
56303,你最近一次跟你妈联系是什么时候
56304,最近
56305,多近
56306,我上回见他得半年前了
56307,上回跟他通电话都得有三四个月了
56312,那什么借我点钱 啊什么
56334,佳佳这条线断了
56335,这是我知道他唯一的亲人对吧
56336,剩下的牛美丽跟丹姐交接我合同
56337,万一他要是知道什么呢
56339,本来我是想着如果我能找到他了是吧
56340,我就能带着你们早点发家致富了
56341,我看你这样
56342,我看你也不情愿
56343,不情愿
56345,各回各家呗
56358,你这糊弄的目的是什么
56360,他要再这么消沉下去他人就废了
56367,这事我干不了
56368,您另请高明吧
56379,人家并肩作战了10年
56380,那说忘就忘
56381,这样的人你敢要吗
56382,换句话说
56383,如果有一天我走了不见了
56384,你不找我 
56393,我觉得
56394,要么就让他们见上一面
56395,要么我就不干了
56400,只有他自己找着了
56401,这一面见的才有意义
56402,跟他说他有一个快递问问他在哪
56403,怎么着 兼职啊 什么意思
56407,你怎么废话那么多
56408,你现在是我的助理
56409,我让你干什么你就干什么
56410,好吗
56411,助理也有底线对吧
56412,你天冷了我给你加衣服
56413,你这下雨了
56414,我给你给你撑伞
56415,你这快递是怎么回事
56416,你得跟我说清楚吧
56425,你觉得丹姐现在还有心情网购
56426,什么意思
56427,我的意思是说你看牛妈和你他都不联系了
56428,他肯定跟全世界都不联系了
56433,明天
56434,有一个狗粮广告
56435,要试镜
56445,你怎么住下去的呢
56447,你打了 打通了我就去
56452,打
56453,想干嘛
56454,是不是想来问我为什么转你的约
56459,郝泽宇
56460,郝泽宇 我过了生气的年纪了
56461,当年赌气带你 花了那么多的时间在你身上
56462,我要止损
56463,因为你成不了好演员
56464,吃不了苦
56465,经不起挫折
56466,就是个温室里的花朵
56467,你这样的 怎么把自己打磨成一个好演员
56468,我再也不想为过去的错误买单了
56469,这么多年我没成为一个大经纪人
56470,就是因为你 你想改 好
56471,改得彻底些
56472,转行
56473,踏踏实实找份工作
56474,结婚生子
56477,你是想要钱是吧
56478,我可以把转约的钱转给你
56479,都不用转你账号
56480,钱少到直接微信转就行
56481,要不要
56486,当成妈
56487,是吧
56488,郝泽宇
56489,你不是在找经纪人
56490,你想喝奶 在找妈了
56491,我不是你妈
56492,你也别跟我谈什么10年前的事情
56493,人家都是往前走的
56494,就你老是停留在过去
56495,不愿长大
56496,你越是这样越让我后悔
56497,当年瞎了眼
56498,招惹你
56500,你闹够了没有
56501,我告诉你
56526,福子 郝泽宇的梦想
56527,是当个好演员
56528,你们都是善良正直的人
56529,你们是一类人
56530,在我看来
56531,一定能走得很长远
56534,说不定他有他的苦衷吗
56543,我顺便说一声
56544,你把他们越推越远
56545,最后就剩你自个了
56547,昨儿不是挺潇洒的吗
56550,看来你没有要死的意思
56551,行干活去
56555,以后也别再来了
56563,你还真说对了
56564,我就是狗屁
56565,您是圣母行吗
56566,赶快走
56567,再见不送
56592,自己喝你自己的
56593,能占点便宜就占点便宜
56602,我没钱就是烧的 说给300就给300
56640,哪去啊
56642,我来洗 你歇着
56662,我提醒你
56663,你想你混你的
56664,找个地儿混去
56676,特别棒
56689,爸 这样
56690,我去洗车
56691,洗完了以后您爱怎么出怎么出
56692,你现在歇着去 听话
56693,爷爷走
56695,我觉得不拍挺好的真的
56697,要我说这牛美丽说什么你都信
56698,咱俩走的时候这导演不还好好的吗
56699,给咱俩还留了微信
56700,要我说就是这牛美丽自己没沟通好
56701,把这事给搞砸了
56702,反正不管怎么着
56703,你这提成估计一时半会是赚不了
56706,我现在根本就不关心这
56707,我现在最好奇的是你到底是个什么样的人
56709,你看今天早上你还在这跟我汪汪汪地叫唤
56710,下午马上换了张脸
56723,你给我站住 你干嘛
56724,我告诉你
56725,我不用你贴
56726,也不用你提
56727,我自己心里记
56728,要不你以为今天这一把一把的狗粮
56729,我怎么咽下去的
56737,你不是在剧组拍戏呢吗
56776,就他 这么些年了
56777,都没谈过恋爱
56782,你是不是傻
56783,你还指着这房子养老呢
56784,你要是生个病长个秧的
56785,你还不得指着这个
56790,你愿意给 福子还
56791,他得安心拿吗
56792,你说怎么着
56796,我的意思是你应该搞副业
56816,我告诉你我闺女当老妈子就算了
56847,帮
56865,就这么多了
56866,还差几百算是欠你的
56871,你不是还有怕拍摄费呢吗
56872,嘛去
56874,走
56879,你吃不吃
56882,榨菜呢
56885,我能省点是点
56886,我算算
56888,告诉你这钱是一天一天赚出来的
56891,你富啊 耗子进你们家都哭着出来
56892,你说好好一件衣服
56893,4000多就这么着毁了
56900,你 抠抠搜搜的
56901,我都没好意思说你 你说买人这衣服 回去以后用完了穿那么乱七八糟以后
56902,你现在又给人退回来
56903,你说你这是不是道德问题
56906,那是因为你的道德水平一直有限
56909,这么贵 脑子不好吧 这些人
56910,我得好好想想怎么把这上面的东西弄掉
56911,这以后就是你重要场合的战袍
56912,我什么时候能在这挥金如土
56913,买漂亮裙子
56914,我估计这辈子是不可能了
56925,我不要 我不拿女人钱
56931,行
56943,吃就有个吃相
56944,一会坐屋里踏踏实实吃
56949,不是收养的
56957,我不去 
56970,我抗议
56973,那牛妈不会同意的
56974,我们是签了合同的
57021,你知道自己耽误正事儿
57022,平时就应该长点心
57031,我怕 你觉得我特别重
57041,我自己进屋就行了
57044,那哪儿行
57049,吹呢
57057,你这是工伤
57062,爸 您今儿不出话
57069,不但让我干
57070,还说自己要当这个司机和保镖
57071,怎么回事
57072,不想干了
57073,现在不干也来得及
57074,我的意思是说这活我干行
57075,您干不行
57078,您不知道这是一伺候人的活
57079,还伺候是郝泽宇
57081,而且你每天还要出车对吧
57082,牛妈的意思就是说您给随叫随到
57084,我闺女还知道心疼他爹了
57088,你说一不留神你这脚就弄成这样了
57089,我要不跟着你
57091,爸 对不起
57092,我也没什么本事
57093,行了
57094,别口头尽孝了
57095,瞧把您自个给感动的
57096,你要真有良心 回头我做饭的时候 你就少吃两口 也算你爹没白疼你
57097,那我不跟家吃饭了
57098,谁跟家吃饭呢
57099,因为您说过这饭两个人吃才好
57100,你外面有人了
57111,我跟他一向是在不同的领域闯出一片天空的
57112,有本事你让他跟我比唱歌
57120,我们公司总共就三个人
57121,我已经核心的不能再核心了
57122,你去见藤丹的事
57123,你跟郝泽宇说了吗
57152,敢情你还有别的心思的
57153,我刚才还琢磨了
57154,你说燕窝
57155,什么阿胶
57156,这不是我该吃的东西
57158,哥您这话说的
57164,只不过什么
57196,我说要镇宅
57205,不见棺材不落泪
57208,让他狠狠撅你两回
57209,你就死心了
57215,别介 您可千万别对二手男人高抬贵手
57216,小王
57217,你过来一下
57218,经理找你
57219,好勒
57224,刚才不都看了
57235,我听福子说你把包都卖了
57236,你可就这么点值钱的玩意了
57242,你就蹦跶吧你 也不看看自个多大岁数
57243,就是知道自己年纪不小了
57244,没几年蹦跶了
57245,才想要破釜沉舟的
57246,你说我这大半辈子过得啊
57247,拼着努的
57248,我就光给别人看了
57249,忘了给自己一个交代
57250,行行
57253,要对别人说
57254,我还嫌丢脸
57265,你说你整天跟个仓鼠一样在那盒子里边
57267,我看你不是做梦
57268,你就有点疯
57270,二手车这钱算我给你借的
57275,别
57276,真是的
57302,也就是他帮我出了口气
57303,要不然我非得回酒店把那孙子头发都拔光了
57304,不可
57307,甭拿这眼神看我
57308,丢人
57314,谢谢
57315,干嘛你这是 你这不欺负老实人吗
57333,牛美丽
57334,咱看人不能光看外表 心里美
57335,那才真的美
57345,到现在还一个人无依无靠了
57346,你还跟我说你身边要有那种人傻钱多的朋友
57347,你给我介绍一个
57349,第一我出走半生一个人
57350,那是我的选择
57351,并不是我牛美丽
57353,第二我跟你那么多年朋友
57354,我哪句真话哪句玩笑话你听不出来啊
57355,就算你是要给我介绍个对象
57359,是我承认我这哥们是有点穷人乍富
57360,但人是真好真实诚
57361,这是一大孝子
57362,他现在单身纯属让他爹妈给耽误了
57363,要不然他一北京爷们是吧
57364,条件再差找一姑娘
57365,这不是难事
57366,可他就是觉得自个的条件再加上爹妈身体不好
57367,他就别拖累别人了
57368,所以到现在一直单着 现在把她爹妈送走了
57369,又意外得了点钱
57370,人家也想找一女的安安生生的过日子
57371,你知道你这叫什么吗
57372,中老年男性妇女化
57373,你每天怎么就操那么多心
57384,多可惜
57385,这半途而废
57388,我这叫灵活调整产业方向
57393,你找我干嘛
57394,我不是昨天喝大了嘛
57396,所以特地登门 跟你说声对不起
57397,冒犯
57398,冒犯
57400,我这人啊没有酒量
57401,我是回回喝酒回回断片
57402,以前跟老福他们开出租的时候
57403,每回喝完酒
57404,第二天哥们都骂我说我闹酒疯
57405,我真怕我昨天晚上 我先跟你说声对不起
57433,那应该不少钱 你们这些过惯清贫日子人就这样
57434,一有钱就乱花 别以为我看不见 老福家里那些山珍海味是不是都你买的
57435,老福人特好
57436,以前总是照顾我
57447,理财这事我真是一点都不懂
57452,问你个具体问题
57453,你是怎么把我养这么好
57476,人家叫大度
57477,增肥 那就去吃呗 减肥不容易
57478,增肥还难吗
57488,干嘛
57511,牛美丽
57512,你别啰嗦了行吗
57514,我买完车 我就剩这么点钱了
57515,等我以后宽裕了
57516,我加倍补偿你行吗
57517,你这欠条你先拿着
57519,牛美丽 牛美丽你是真鬼迷心窍了
57520,让我给那小子当司机
57521,我是哑巴吃黄连
57522,我闺女做24小时包身工
57523,那是他傻
57534,明儿一大早我就把这车卖了
57535,把钱还你
57536,以后咱们少来往
57545,我就觉得你牛妈让猪油蒙了心了
57546,他不管不顾的
57547,他不管不顾就算了
57551,我怕糟蹋东西 只当喂猪了
57560,我不去 谁爱去谁去
57563,不去 不行
57568,废话
57572,那不行
57573,我还不舍得 你挑几瓶得了
57574,这不行你放回去
57575,这是我朋友从法国给我带回来的
57576,我这还没去过法国
57577,我得留个念想
57578,这不行啊 这是我给福子留的
57579,嫁妆 你不能动
57584,就是你自己挑吧 我不看你 你随便挑
57589,我那什么都没有
57590,跟我那糟践了 行吗
57599,行
57605,好 那我走了
57606,你路上注意安全
57607,你路上别喝
57614,我问问你
57615,你从哪看的这是好酒
57616,你懂什么你 甭说别人了
57617,我都不敢说自个懂酒
57621,他还告诉我这是限量版的
57622,是有编号的
57623,您看您这 等我一下
57625,留神
57629,这30是手写的
57630,好不好
57631,瞎呀你
57632,行行了
57634,周瑜打黄盖一个愿打一个愿挨
57635,上回第一瓶酒喝完了
57636,我就没喝出好坏
57639,我还一大堆酒搁牛美丽那
57645,不是 你可以不卖给顾大鹏
57654,对不起对不起
57655,刚刚我进门的时候说话冲了点
57656,不过顾大鹏确实是个好人
57657,一根筋没那么多心眼
57658,你要是对他没有别的意思
57659,你趁早把话跟人说清楚
57675,没哭
57700,正合适
57702,没事明天来了我再跟你说好吧
57709,我这人笨
57711,行
57712,我今儿我就给你个痛快话
57713,我卖酒给你
57714,那是咱俩之间的事
57721,再说了你卖我东西 我怎么能认为是假的
57722,你就是给我一块砖
57723,我也当他是块玉
57730,时候不早了
57731,你也赶紧回去
57732,反正他也没事
57733,我回哪去啊
57738,再说他也没把我当女的
57741,回头他要上厕所
57742,你们两个商量好了
57743,是进男厕还是进女厕
57744,那要不请一男护工吧
57760,没什么好聊的
57761,跟你不熟 也不想跟你熟
57775,10年了
57787,八宝山
57795,我看啊
57796,我看你是不想打表
57797,糊弄这帮年轻的孩子 漫天要价
57800,看什么
57801,我就是再帅
57802,也禁不住你这么赤裸裸的看
57804,这是你说扯就扯的东西吗
57809,我是说认真的
57810,我觉得你肿了
57812,只胖身子不胖脸
57816,我还以为你是那种不在乎长相的男人
57819,万一这戏我没演成
57820,万一这戏要是黄了
57821,呸呸呸 乌鸦嘴
57824,你也算 也勉强算个配角 我粉你
57829, 怎么着
57830,害怕我不来结账
57837,我听你的意思 你还觉得挺委屈的是吗
57850,能成角儿的肯定是能忍的
57859,狮子王啊
57860,动画片看多了
57863,老福 之前有人说你是行走的大罐心灵鸡汤吗
57873,不是
57907,你超市卖坚果的你懂什么
57910,别人不会想看的
57911,你自己也不会想看的
57912,因为根本没有意义
57913,如果有一天你离开这个世界
57914,你回想自己的一生全都是恨
57917,你别在这跟我说这些没用的
57918,我也告诉你我的人生我不需要你指手画脚的
57919,这样 从今天开始 咱们俩工作的事电话联系 肥我自己减
57920,你也没事别老往我家跑
57927,你别哭了
57928,快过年了
57929,你这哭 哭丧呢 丧不丧气
57935,你别嚎了
57941,行行行 不哭了 福子 你还下
57961,我哪知道
57962,问铁道部去
57971,我知道我们俩只是工作关系
57972,但谁规定工作关系就是冷冰冰的呢
57975,对不起
57976,我学不会成年人的相处模式
57980,带腊八蒜了吗
57983,不咱以后不用再这么折腾了 明天就去问问专业的塑性教练 咱们再减肥 也不能不要命啊
57989,临了临了把票给退了
57992,把票留给更需要的人
58004,你有老家即便不回去
58005,这心里也是满的
58006,我 我就在这儿
58007,人越多
58008,楼越高
58009,家反倒不认识了
58010,不认识倒好
58019,一个战士只能战死沙场
58021,我就一女战士
58048,  这么大的事儿
58050,难怪今晚上老福说话一直都鬼鬼祟祟的
58052,明年可能会好
58053,明年不行
58054,那就后年 你都在北京呆10年了
58055,不差这一两年
58059,一人吃饱全家不饿
58060,但是现在不一样
58061,好几个人指着我吃饭
58063,你不试试你怎么知道你不行
58065,我之前去找彭永康
58066,我是真心的想给自己争取一回
58069,那不是肥还没减完呢
58070, 没到最后 你怎么就放弃了 而且就算彭永康不用你 这世界上又不是彭永康一个导演
58085,我这次逮着你是我的运气
58086,我下一次能逮着吗
58088,你答应我一事
58089,你谁呀你 你先说我听听
58094,你谁啊
58099,我不想让他知道这事
58105,你不但瞒着我
58106,你还弄坏了我一个手机
58107,于情于理我没有任何理由要帮你这个忙
58144,表姐
58256,海燕
58329,你以为上海很好混
58344,不开心
58346,要我说
58349,亏你还一门心思地为他好
58394,等一下
58395,你来得真早
58403,我还没有英文名字
58422,我跟我爸妈说了
58423,他们也会帮你去找那种在国企银行这种舒服的工作
58426,要不我们先回去试一试
58427,不行我们再回来
58432,那不是也挺好的吗
58433,我们可以在老家生活得更加安稳一些
58438,我爸妈就我这么一个儿子
58439,因为我妈现在这样的状况
58441,梦想和现实总有一个是要放弃的
58442,再说谁说回去就一定是放弃
58443,我们可以在老家创造出新的一番事业
58444,不是吗
58445,跟我回去好不好
58446,海燕
58447,海燕
58454,海燕海燕
58455,相信我
58476,罗小姐有些话就直说了
58481,我在广告公司工作
58483,我下个月就转正了
58487,那我要是把钱再给你提高一点点
58538,也没关系
58595,你知道吗
58597,你一顿饭不是有10块钱吗
58598,还不够你吃
58599,吃什么那么贵
58602,太可怜了
58603,等一会儿啊
58664,我才念到第一段
58665,你别打断我
58670,就你这么弄
58671,天亮都弄不完
58683,快点做
58684,我们才能快点收工 吃一口
58714,怎么了
58736,怎么不一样
58739,不可能
58740,他俩年纪差那么一大截
58741,而且那女的浑身上下都是名牌
58754,你连人家外国人名字都念不准
58755,斯嘉丽怎么放心把外国客户交给你
58760,你是章子怡吗
58778,回来啦 累死了
58779,你又算什么呢
58902,让你白跑一趟了
58926,刺激
58928,one night
58929,他不是这样的人
58996,你还是找别人
59096,那么
59097,你找了一个上海的男朋友
59098,你父母亲有什么看法不啦
59100,我
59101,跟他爸爸觉得你们两个实在太年轻了
59102,谈婚论嫁还不太合适
59103,所以一讲我不会催你们的
59104,你就放心
59140,不怪他
59152,我知道
59153,虽然他们说的话观点我不认同
59154,但毕竟他们是你的朋友
59155,再怎么着我也不应该让你没面子
59156,所以昨天的事对不起
59189,真想买房子的人
59190,就算不看广告也会去买房子
59191,你们推销这房地产
59192,难道真可以帮人结婚生孩子吗
59193,它像牙膏的一样
59194,真可以美白牙齿吗
59195,这都是废话
59196,激励性
59197,最近为了斯嘉丽的项目
59198,我也真的是拼了
59265,他家里很有钱啊
59413,比特思根本就无心培养我
59414,我就早点跳槽去发展空间更大的地方了
59426,能不能借我躲一下
59427,凭什么
59435,你能不能
59459,会有多倒霉
59460,这么大的客户丢了
59461,你说多倒霉
59462,整组遣散都是有可能的
59606,其实我对喝红酒真的不太懂
59625,这个是
59739,跟女孩表达感情
59746,现在的关键是你得想法去弥补
59748,要我说干脆搞大点
59749,他不是不知道你是谁吗
59750,你就让全校人都知道你是谁
